id_news,title,date
21476170.0,Murió conocida comunicadora de Puerto Montt a los 51 años,2021-09-24
21476506.0,Deportes Puerto Montt deberá pagar millonaria suma a municipio: Se probaron gastos mal rendidos,2021-08-31
21382245.0,Puerto Montt: 7 personas resultaron damnificadas en incendio que afectó vivienda de Metri,2021-07-18
21469864.0,Cuáles son los horarios de los supermercados en Puerto Montt,2021-10-13
21887870.0,PDI desarticula clan familiar que mantenía más de 7 kilos de droga en Puerto Montt,2021-11-13
22333123.0,Espuma blanca emanó desde una alcantarilla en Av. Salvador Allende,2021-10-19
47529698.0,Pedaleros del sur austral lucharán por medallas en Juegos de la Araucanía,2021-11-05
47524148.0,Prevén temporada de incendios compleja tras 12 años de sequía,2021-09-04
22335223.0,Deportes Puerto Montt anunció que Cornejo dejó la banca,2021-12-13
21910964.0,Corte de Apelaciones anula fallo de tribunal de Castro y ordena nuevo juicio por femicidio en Caguach,2021-11-16
21443292.0,Atlético sigue invicto luego de triunfo ante CEB Puerto Montt de visita,2021-11-23
21888143.0,Cámara de Comercio de Puerto Montt llamó a respetar medidas sanitarias para no seguir retrocediendo en el Plan Paso a Paso,2021-11-26
21886952.0,Fundación Puerto Montt Adelante realizó donación de juguetes a niños de Isla Tenglo,2021-12-25
21888178.0,Descartan cierre del Hospital de Campaña de Puerto Montt pero confirman disminución de camas,2021-09-22
47532225.0,Chacay: el enemigo inflamable que crece junto a las casas de la Región de Los Lagos,2021-12-11
22331045.0,A 1.000 pesos llegó el litro de bencina en los servicentros de Puerto Montt,2021-07-18
47517936.0,"Tras casi un año, Puerto Montt vivirá este fin de semana sin cuarentena",2021-07-06
22335135.0,Teletón motivó una vez más el espíritu solidario de todos los puertomontinos,2021-12-05
47521259.0,Labocar pericia videos que grabó presunto homicida de un joven vendedor ambulante,2021-08-07
47519921.0,"En sufrido partido, Delfines igualan ante el líder Coquimbo",2021-07-28
22335982.0,Salud confirmó los primeros casos de la variante ómicron en Puerto Montt,2021-12-17
22597576.0,Puerto Montt: adulto mayor se intenta inmolar en el Departamento de Salud Municipal,2021-12-16
47525966.0,A Puerto Montt le faltó la guinda de la torta y le igualaron en la agonía,2021-08-25
47533394.0,Adulto mayor se intenta inmolar en el Departamento de Salud Municipal,2021-12-16
47522436.0,Puerto Montt sólo igualó ante Iquique y cedió la punta del ascenso,2021-08-16
47519378.0,Delfines tropiezan en Calama y ceden terreno en la punta de la Primera B,2021-07-22
22335180.0,Fallece reconocido empresario Germán Weitzler y autoridades destacan su legado,2021-12-10
47528634.0,Con recurso buscan destrabar paro de choferes en el DAEM,2021-10-23
47378747.0,"Obra para niños y la familia del escritor puertovarino, Manuel Gallegos, se estrena en XXXII Temporales Internacionales de Teatro de Puerto Montt",2021-12-11
22330360.0,Indagan atención que recibía joven que murió en residencia,2021-10-16
21379376.0,Vecinos de Alerce decidirán si quieren ser comuna en Consulta Ciudadana,2021-09-23
21381499.0,"Tras diez años de trabajo, el Gobierno Regional en conjunto a Arquitectura, logran adjudicar contrato para dar inicio este mes de septiembre a la Obra de Conservación total de Casa Pauly.",2021-09-06
21888573.0,En arresto domiciliario quedaron dos hombres por encerrar a un niño en un maletero en Puerto Montt,2021-10-28
21888231.0,Automóvil chocó con poste del alumbrado público en ruta costera a Pelluco en Puerto Montt,2021-11-07
21452748.0,Estudiantes no podrán acercarse a compañera tras abusos al interior de un colegio: Quedaron en libertad,2021-10-26
21469236.0,Municipio anunció exigencia obligatoria de Pase de Movilidad para quienes ingresen a sus dependencias,2021-12-14
21470639.0,Proceso de vacunación en Puerto Montt fue suspendido en cuatro centros,2021-07-22
21472991.0,Infante sufrió quemaduras de gravedad tras caerle un hervidor con agua caliente,2021-11-27
21475615.0,Jóvenes fueron detenidos por robos a conductores de aplicación: Uno de los vehículos fue recuperado,2021-11-12
21476096.0,Incendio deja a adulta mayor lesionada en Puerto Montt [FOTOS],2021-09-28
21380579.0,Puerto Montt avanza a Fase 3: Conoce qué esta permitido y que cosas no,2021-07-05
22331875.0,Prisión preventiva para imputado por homicidio frustrado en calle Las Quemas,2021-08-05
